,userID,date,totalStep
40,USER3,2019-03-07,2460
41,USER3,2019-03-08,14
42,USER3,2019-03-09,0
43,USER3,2019-03-10,418
44,USER3,2019-03-11,468
45,USER3,2019-03-12,758
46,USER3,2019-03-13,0
47,USER3,2019-03-14,0
48,USER3,2019-03-15,0
49,USER3,2019-03-16,1724
50,USER3,2019-03-17,1634
51,USER3,2019-03-18,402
52,USER3,2019-03-19,0
53,USER3,2019-03-20,228
54,USER3,2019-03-21,686
55,USER3,2019-03-22,314
56,USER3,2019-03-23,1392
57,USER3,2019-03-24,6970
58,USER3,2019-03-25,2548
59,USER3,2019-03-26,2144
60,USER3,2019-03-27,666
61,USER3,2019-03-28,526
62,USER3,2019-03-29,0
63,USER3,2019-03-30,306
64,USER3,2019-03-31,590
65,USER3,2019-04-01,1024
66,USER3,2019-04-02,496
67,USER3,2019-04-03,3352
68,USER3,2019-04-04,238
69,USER3,2019-04-05,662
70,USER3,2019-04-06,5202
71,USER3,2019-04-07,336
72,USER3,2019-04-08,0
73,USER3,2019-04-09,6670
74,USER3,2019-04-10,4428
75,USER3,2019-04-11,3668
76,USER3,2019-04-12,0
77,USER3,2019-04-13,1340
78,USER3,2019-04-14,834
79,USER3,2019-04-15,0
80,USER3,2019-04-16,1114
81,USER3,2019-04-17,0
82,USER3,2019-04-18,1894
83,USER3,2019-04-19,0
84,USER3,2019-04-20,646
85,USER3,2019-04-21,1556
86,USER3,2019-04-22,4188
87,USER3,2019-04-23,1312
88,USER3,2019-04-24,0
89,USER3,2019-04-25,1298
90,USER3,2019-04-26,6616
91,USER3,2019-04-27,3574
92,USER3,2019-04-28,6866
93,USER3,2019-04-29,2616
94,USER3,2019-04-30,1326
95,USER3,2019-05-01,4532
96,USER3,2019-05-02,5338
97,USER3,2019-05-03,0
98,USER3,2019-05-04,2930
99,USER3,2019-05-05,4936
100,USER3,2019-05-06,4132
101,USER3,2019-05-07,1676
102,USER3,2019-05-08,4834
103,USER3,2019-05-09,2654
104,USER3,2019-05-10,792
105,USER3,2019-05-11,3422
106,USER3,2019-05-12,1524
107,USER3,2019-05-13,224
108,USER3,2019-05-14,1038
0,USER4,2019-01-26,590
1,USER4,2019-01-27,1024
2,USER4,2019-01-28,496
3,USER4,2019-01-29,3352
4,USER4,2019-01-30,238
5,USER4,2019-01-31,662
6,USER4,2019-02-01,5202
7,USER4,2019-02-02,336
8,USER4,2019-02-03,0
9,USER4,2019-02-04,6670
10,USER4,2019-02-05,4428
11,USER4,2019-02-06,3668
12,USER4,2019-02-07,0
13,USER4,2019-02-08,1340
14,USER4,2019-02-09,834
15,USER4,2019-02-10,0
16,USER4,2019-02-11,1114
17,USER4,2019-02-12,0
18,USER4,2019-02-13,1894
19,USER4,2019-02-14,0
20,USER4,2019-02-15,646
21,USER4,2019-02-16,1556
22,USER4,2019-02-17,4188
23,USER4,2019-02-18,1312
24,USER4,2019-02-19,0
25,USER4,2019-02-20,1298
26,USER4,2019-02-21,6616
27,USER4,2019-02-22,3574
28,USER4,2019-02-23,6866
29,USER4,2019-02-24,2616
30,USER4,2019-02-25,1326
31,USER4,2019-02-26,4532
32,USER4,2019-02-27,5338
33,USER4,2019-02-28,0
34,USER4,2019-03-01,2930
35,USER4,2019-03-02,4936
36,USER4,2019-03-03,4132
37,USER4,2019-03-04,1676
38,USER4,2019-03-05,4834
39,USER4,2019-03-06,2654
40,USER4,2019-03-07,792
41,USER4,2019-03-08,3422
42,USER4,2019-03-09,1524
43,USER4,2019-03-10,224
44,USER4,2019-03-11,1038
45,USER4,2019-03-12,1342
46,USER4,2019-03-13,1712
47,USER4,2019-03-14,4830
48,USER4,2019-03-15,0
49,USER4,2019-03-16,2028
50,USER4,2019-03-17,0
51,USER4,2019-03-18,0
52,USER4,2019-03-19,4388
53,USER4,2019-03-20,5086
54,USER4,2019-03-21,0
55,USER4,2019-03-22,620
56,USER4,2019-03-23,6664
57,USER4,2019-03-24,0
58,USER4,2019-03-25,0
59,USER4,2019-03-26,4036
60,USER4,2019-03-27,0
61,USER4,2019-03-28,2588
62,USER4,2019-03-29,3452
63,USER4,2019-03-30,2350
64,USER4,2019-03-31,930
65,USER4,2019-04-01,5726
66,USER4,2019-04-02,4252
67,USER4,2019-04-03,1172
68,USER4,2019-04-04,0
69,USER4,2019-04-05,876
70,USER4,2019-04-06,0
71,USER4,2019-04-07,364
72,USER4,2019-04-08,1376
73,USER4,2019-04-09,3562
74,USER4,2019-04-10,0
75,USER4,2019-04-11,0
76,USER4,2019-04-12,0
77,USER4,2019-04-13,1250
78,USER4,2019-04-14,768
79,USER4,2019-04-15,4058
80,USER4,2019-04-16,5002
81,USER4,2019-04-17,0
82,USER4,2019-04-18,1580
83,USER4,2019-04-19,1774
84,USER4,2019-04-20,944
85,USER4,2019-04-21,1540
86,USER4,2019-04-22,1116
87,USER4,2019-04-23,794
88,USER4,2019-04-24,5422
89,USER4,2019-04-25,1798
90,USER4,2019-04-26,766
91,USER4,2019-04-27,1278
92,USER4,2019-04-28,1242
93,USER4,2019-04-29,7616
94,USER4,2019-04-30,3054
95,USER4,2019-05-01,0
96,USER4,2019-05-02,-7794
97,USER4,2019-05-03,3906
98,USER4,2019-05-04,612
99,USER4,2019-05-05,312
100,USER4,2019-05-06,2580
101,USER4,2019-05-07,246
102,USER4,2019-05-08,0
103,USER4,2019-05-09,1278
104,USER4,2019-05-10,88
105,USER4,2019-05-11,0
106,USER4,2019-05-12,202
107,USER4,2019-05-13,4536
108,USER4,2019-05-14,184
0,USER5,2019-01-26,590
1,USER5,2019-01-27,1024
2,USER5,2019-01-28,496
3,USER5,2019-01-29,3352
4,USER5,2019-01-30,238
5,USER5,2019-01-31,662
6,USER5,2019-02-01,5202
7,USER5,2019-02-02,336
8,USER5,2019-02-03,0
9,USER5,2019-02-04,6670
10,USER5,2019-02-05,4428
11,USER5,2019-02-06,3668
12,USER5,2019-02-07,0
13,USER5,2019-02-08,1340
14,USER5,2019-02-09,834
15,USER5,2019-02-10,0
16,USER5,2019-02-11,1114
17,USER5,2019-02-12,0
18,USER5,2019-02-13,1894
19,USER5,2019-02-14,0
20,USER5,2019-02-15,646
21,USER5,2019-02-16,1556
22,USER5,2019-02-17,4188
23,USER5,2019-02-18,1312
24,USER5,2019-02-19,0
25,USER5,2019-02-20,1298
26,USER5,2019-02-21,6616
27,USER5,2019-02-22,3574
28,USER5,2019-02-23,6866
29,USER5,2019-02-24,2616
30,USER5,2019-02-25,1326
31,USER5,2019-02-26,4532
32,USER5,2019-02-27,5338
33,USER5,2019-02-28,0
34,USER5,2019-03-01,2930
35,USER5,2019-03-02,4936
36,USER5,2019-03-03,4132
37,USER5,2019-03-04,1676
38,USER5,2019-03-05,4834
39,USER5,2019-03-06,2654
40,USER5,2019-03-07,792
41,USER5,2019-03-08,3422
42,USER5,2019-03-09,1524
43,USER5,2019-03-10,224
44,USER5,2019-03-11,1038
45,USER5,2019-03-12,1342
46,USER5,2019-03-13,1712
47,USER5,2019-03-14,4830
48,USER5,2019-03-15,0
49,USER5,2019-03-16,2028
50,USER5,2019-03-17,0
51,USER5,2019-03-18,0
52,USER5,2019-03-19,4388
53,USER5,2019-03-20,5086
54,USER5,2019-03-21,0
55,USER5,2019-03-22,620
56,USER5,2019-03-23,6664
57,USER5,2019-03-24,0
58,USER5,2019-03-25,0
59,USER5,2019-03-26,4036
60,USER5,2019-03-27,0
61,USER5,2019-03-28,2588
62,USER5,2019-03-29,3452
63,USER5,2019-03-30,2350
64,USER5,2019-03-31,930
65,USER5,2019-04-01,5726
66,USER5,2019-04-02,4252
67,USER5,2019-04-03,1172
68,USER5,2019-04-04,0
69,USER5,2019-04-05,876
70,USER5,2019-04-06,0
71,USER5,2019-04-07,364
72,USER5,2019-04-08,1376
73,USER5,2019-04-09,3562
74,USER5,2019-04-10,0
75,USER5,2019-04-11,0
76,USER5,2019-04-12,0
77,USER5,2019-04-13,1250
78,USER5,2019-04-14,768
79,USER5,2019-04-15,4058
80,USER5,2019-04-16,5002
81,USER5,2019-04-17,0
82,USER5,2019-04-18,1580
83,USER5,2019-04-19,1774
84,USER5,2019-04-20,944
85,USER5,2019-04-21,1540
86,USER5,2019-04-22,1116
87,USER5,2019-04-23,794
88,USER5,2019-04-24,5422
89,USER5,2019-04-25,1798
90,USER5,2019-04-26,766
91,USER5,2019-04-27,1278
92,USER5,2019-04-28,1242
93,USER5,2019-04-29,7616
94,USER5,2019-04-30,3054
95,USER5,2019-05-01,0
96,USER5,2019-05-02,-7794
97,USER5,2019-05-03,3906
98,USER5,2019-05-04,612
99,USER5,2019-05-05,312
100,USER5,2019-05-06,2580
101,USER5,2019-05-07,246
102,USER5,2019-05-08,0
103,USER5,2019-05-09,1278
104,USER5,2019-05-10,88
105,USER5,2019-05-11,0
106,USER5,2019-05-12,202
107,USER5,2019-05-13,4536
108,USER5,2019-05-14,184
